"40.400","0.095","33.781017","13.470308","0.103518","1078.727539","47624.648438","58749.671875","0.875907","1.178363","0.370708","14.428398","-0.620088","43.090706","0.000000","6598.129883","168.020798","0.000000","0.000000","0.000000","0.000000","26.363012","0.000000","-3.620317","0.000000","46.760239","9.416604","0.000000","0.958822","0.000000","0.000000","0.000000","85.873978","42.374790","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","8232.273438","1592.408447","4.000000","24.000000","-273.000000","-273.000000","19.985952","0.000000","55.080372","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.399924","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","43.250000","11.000000","0.743118","0.012109","-3.397434","108.896767","36.532612","361.000000","2.090000","0.260000","781.000000","40.844956948136","-96.770755651665","361.58"
"40.500","0.097","33.781017","13.472658","0.883506","1078.727539","48374.570313","57437.402344","0.039850","0.813537","-0.134662","14.961227","-0.689098","44.513371","0.000000","6526.041504","171.111740","0.000000","0.000000","0.000000","0.000000","25.513084","0.000000","-3.767615","0.000000","46.561054","7.476758","0.000000","0.961463","0.000000","0.000000","0.000000","85.873978","42.477036","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","8370.493164","1598.406250","4.000000","24.000000","-273.000000","-273.000000","19.553467","0.000000","55.207535","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.314688","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","43.299999","11.000000","0.708703","0.050986","-3.374516","108.163383","34.928329","361.000000","2.090000","0.250000","781.000000","40.844951020117","-96.770743139844","361.48"
"40.600","0.098","33.781017","13.475009","1.165788","1079.271240","47249.921875","58281.218750","-0.653146","0.574166","0.049641","13.114291","-2.327490","45.481270","0.000000","6806.567383","173.793793","0.000000","0.000000","0.000000","0.000000","18.947128","0.000000","-4.323647","0.000000","45.905373","6.113727","0.000000","0.938004","0.000000","0.000000","0.000000","85.873978","42.499382","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","8440.975586","1601.405151","4.000000","24.000000","-273.000000","-273.000000","20.069691","0.000000","55.836185","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.295889","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","43.500000","11.000000","0.605457","0.075204","-3.363056","107.567505","29.748791","361.000000","2.100000","0.270000","747.000000","40.844944713131","-96.770730855164","361.38"
"40.700","0.099","33.781017","13.477360","2.384056","1078.727539","50655.949219","50780.976563","0.418968","-0.450357","0.028066","19.501057","-0.199928","42.251698","0.000000","6551.993164","175.906342","0.000000","0.000000","0.000000","0.000000","0.737011","0.000000","-6.313040","0.000000","43.946087","6.357814","0.000000","0.910341","0.000000","0.000000","0.000000","85.977173","42.397137","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","8582.856445","1607.402954","4.000000","24.000000","-273.000000","-273.000000","16.246283","0.000000","56.396778","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.295889","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","43.799999","11.000000","0.439753","0.077754","-3.351597","107.177895","21.498198","361.000000","2.110000","0.290000","707.000000","40.844938246319","-96.770718718380","361.29"
"40.800","0.100","33.781017","13.479711","0.415513","1078.727539","58937.628906","45031.089844","-0.651979","-0.555780","-0.002066","16.999121","-2.237355","3.968625","0.000000","6577.327148","175.828461","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-7.595090","0.000000","42.406864","6.113727","0.000000","0.855056","0.000000","0.000000","0.000000","85.998970","42.374790","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","8720.160156","1612.543823","4.000000","24.000000","-273.000000","-273.000000","13.249425","0.000000","56.340359","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.381125","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","44.000000","11.000000","0.220514","0.056722","-3.345868","107.006004","11.047448","361.000000","2.120000","0.300000","708.000000","40.844931849143","-96.770706635301","361.21"
"40.900","0.102","33.781017","13.482061","0.207516","1078.727539","61374.757813","45062.453125","-0.279476","-1.562973","0.452547","1.490604","-3.269683","-36.882542","0.000000","6711.823242","176.816589","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-8.231752","0.000000","41.450470","6.625024","0.000000","0.830724","0.000000","0.000000","0.000000","86.049843","42.143894","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","8859.293945","1618.434570","4.000000","24.000000","-273.000000","-273.000000","12.219932","0.000000","56.499760","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.399924","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","43.900002","12.000000","-0.045250","0.016571","-3.328679","107.154984","-1.672214","361.000000","2.120000","0.410000","737.000000","40.844925928942","-96.770694438638","361.15"
"41.000","0.103","33.781017","13.484412","-0.067337","1078.727539","62218.593750","45968.496094","-0.743937","-1.605158","0.264953","-11.564228","-1.807336","-53.069309","0.000000","6515.125488","176.519669","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-8.547466","0.000000","40.969944","8.572578","0.000000","0.826377","0.000000","0.000000","0.000000","86.061470","42.093109","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","8998.428711","1624.432251","4.000000","24.000000","-273.000000","-273.000000","11.089952","0.000000","56.374390","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.399924","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","43.950001","12.000000","-0.311013","-0.017208","-3.294302","107.544586","-15.239855","361.000000","2.120000","0.430000","743.000000","40.844920700947","-96.770681950327","361.10"
"41.100","0.104","33.781017","13.485348","1.247501","1078.727539","61687.183594","44437.183594","-0.334469","-3.102851","0.230360","-19.498150","0.118362","-54.076118","0.000000","6397.724609","175.643494","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-8.230705","0.000000","41.474495","12.836386","0.000000","0.830825","0.000000","0.000000","0.000000","86.061470","42.093109","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","9133.901367","1630.430054","4.000000","24.000000","-273.000000","-273.000000","10.796375","0.000000","55.931110","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.399924","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","44.000000","12.000000","-0.535988","-0.028679","-3.248465","108.117546","-26.767765","361.000000","2.130000","0.410000","804.000000","40.844916241039","-96.770669116612","361.06"
"41.200","0.105","33.781017","13.486283","1.945777","1079.271240","61374.757813","45874.406250","0.077723","-1.164314","0.199643","-17.829849","-4.156480","-54.980789","0.000000","6358.796875","175.210281","0.000000","0.000000","0.000000","0.000000","2.838178","0.000000","-7.069600","0.000000","43.021465","15.170625","0.000000","0.849267","0.000000","0.000000","0.000000","86.061470","42.093109","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","9266.628906","1635.356812","4.000000","24.000000","-273.000000","-273.000000","12.550946","0.000000","55.763649","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.399924","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","44.299999","12.000000","-0.693407","-0.011472","-3.185440","108.839478","-34.651665","361.000000","2.130000","0.370000","880.000000","40.844912609060","-96.770655895283","361.03"
"41.300","0.106","33.781017","13.487219","0.980076","1078.727539","62531.019531","44718.457031","-0.169878","-1.378030","-0.435470","-19.887249","0.154510","-61.909290","0.000000","6624.493652","173.589355","0.000000","0.000000","0.000000","0.000000","3.627069","0.000000","-6.830678","0.000000","43.133072","23.301277","0.000000","0.854304","0.000000","0.000000","0.000000","86.215530","42.093109","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","9403.474609","1641.354614","4.000000","24.000000","-273.000000","-273.000000","14.586287","0.000000","56.477371","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.399924","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","44.400002","12.000000","-0.765424","0.030592","-3.093766","109.653076","-38.066494","360.000000","2.130000","0.370000","880.000000","40.844909819688","-96.770642263267","361.00"
"41.400","0.108","33.781017","13.488154","1.574353","1079.090088","59968.363281","46812.312500","-0.086998","-0.523640","-0.324157","-21.848143","-1.263709","-57.507538","0.000000","6338.818359","174.256226","0.000000","0.000000","0.000000","0.000000","3.224231","0.000000","-6.506238","0.000000","43.644596","38.754528","0.000000","0.847825","0.000000","0.000000","0.000000","86.248962","42.093109","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","9538.490234","1646.602661","4.000000","24.000000","-273.000000","-273.000000","13.886824","0.000000","55.811111","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.399924","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","44.500000","12.000000","-0.734833","0.087313","-2.984904","110.489586","-36.508049","360.000000","2.130000","0.330000","896.000000","40.844907956325","-96.770628124442","360.96"
"41.500","0.109","33.781017","13.489090","0.400656","1079.271240","49061.726563","51999.652344","0.058397","0.935788","0.185747","-22.037046","0.217886","-30.202093","0.000000","6367.859375","172.781326","0.000000","0.000000","0.000000","0.000000","7.914855","0.000000","-6.058236","0.000000","44.284000","45.559406","0.000000","0.849247","0.000000","0.000000","0.000000","86.248962","42.093109","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","9671.674805","1652.386230","4.000000","24.000000","-273.000000","-273.000000","14.391226","0.000000","55.730515","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.399924","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","44.600002","12.000000","-0.632224","0.133838","-2.858854","111.280273","-30.938900","360.000000","2.130000","0.320000","900.000000","40.844906614918","-96.770613626134","360.92"
"41.600","0.110","33.781017","13.490026","1.760065","1078.727539","47093.707031","53249.695313","0.127139","-0.210708","0.373195","-8.307707","-1.930333","8.747322","0.000000","6404.109375","172.518478","0.000000","0.000000","0.000000","0.000000","18.742657","0.000000","-5.064499","0.000000","45.276821","47.366932","0.000000","0.854365","0.000000","0.000000","0.000000","86.373955","42.093109","-273.000000","-273.000000","6.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","9750.853516","1655.920654","4.000000","24.000000","-273.000000","-273.000000","16.265001","0.000000","55.413502","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.399924","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","45.000000","12.000000","-0.479904","0.164429","-2.738533","111.990738","-23.054998","360.000000","2.130000","0.310000","866.000000","40.844905516420","-96.770598839591","360.87"
